id,Trans_id,stations,color,walktime,description
217,3,",8,16,41",#F5C00E,10,"JFK / UMass"
218,0,",Red,Line",#DA1721,10,"JFK / UMass"
218,1,",Kingston/Greenbush",#8E44AD,10,"JFK / UMass"
218,2,",Middleborough/Lakeville",#8E44AD,10,"JFK / UMass"
218,3,",8,16,41",#EB841E,10,"JFK / UMass"
219,0,",89,91",#F5C00E,2,"Washington St @ Boston St"
219,1,",87",#F5C00E,3,"Somerville Ave @ Linden St"
219,2,",86,CT2",#F5C00E,3,"Washington St @ McGrath Hwy"
220,0,",B",#00843D,16,"Boston College"
221,0,",Orange,line",#ef8b22,9,"Stony Brook"
221,1,",22,29,44",#f2bd2a,2,"Columbus Ave @ Weld Ave"
221,2,",14,41",#f2bd2a,14,"Jackson Square"
222,0,",Fairmount,Line,Franklin,Line",#8E44AD,9,"Uphams Corner"
222,1,",Kingston,Line,Greenbush,Line,Middleborough/Lakeville,Line",#8E44AD,12,"JFK / UMass"
222,2,",Red,Line",#DA1721,12,"JFK / UMass"
222,3,",8,,16,41,Red,Line,Shuttle",#F5C00E,12,"JFK / UMass"
223,0,",Framingham",#8E44AD,11,"Boston Landing"
223,1,",Worcester",#8E44AD,11,"Boston Landing"
223,2,",64,66,501",#F5C00E,6,"Cambridge Street"
223,3,",70,86",#F5C00E,11,"Western Ave @ Everett St"
224,0,",Red,Line",#DA1721,8,Andrew
224,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
224,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,"JFK / UMass"
224,3,",8,41,16",#F5C00E,14,"JFK / UMass"
225,0,",Red,Line",#DA1721,8,Andrew
225,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
225,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,"JFK / UMass"
225,3,",8,41,16",#F5C00E,14,"JFK / UMass"
226,0,",E",#018835,6,"Fenwood Road"
226,1,",Orange,Line",#E37A38,11,"Roxbury Crossing"
226,2,",Franklin/Foxboro/Needham",#8E44AD,15,Ruggles
226,3,",Providence/Stoughton,Line",#8E44AD,15,Ruggles
226,4,",D",#00843D,15,"Brookline Village"
227,0,",15,41,45",#F5C00E,3,"Dudley St @ Hampden St"
227,1,",Franklin,Line",#B933AD,15,Newmarket
228,0,",B",#018835,4,"Sutherland Road"
228,1,",C",#018835,5,"Dean Road"
229,0,",B",#00843D,16,"Boston College"
230,0,",B",#018835,1,"Allston Street"
231,0,",Red,Line",#DA1721,2,"JFK / UMass"
231,1,",Kingston,Line",#8E44AD,2,"JFK / UMass"
231,2,",Middleborough/Lakeville,Line",#8E44AD,2,"JFK / UMass"
231,3,",Greenbush,Line",#8E44AD,2,"JFK / UMass"
231,4,",8,16,41",#F5C00E,3,"JFK / UMass"
232,0,",B",#00843D,8,"Harvard Avenue"
232,1,",64,66,501",#F5C00E,1,"Cambridge Street"
233,0,",E",#00843D,5,"Fenwood Road"
233,1,",Orange,Line",#EB841E,9,"Roxbury Crossing"
233,2,",35,39,66",#F5C00E,5,"Huntington Ave opp Fenwood Rd"
233,3,",22,29",#F5C00E,11,"Columbus Ave @ New Cedar St"
234,0,",Fairmount,Line,Franklin,Line",#8E44AD,9,"Uphams Corner"
234,1,",Kingston,Line,Greenbush,Line,Middleborough/Lakeville,Line",#8E44AD,12,"JFK / UMass"
234,2,",Red,Line",#DA1721,12,"JFK / UMass"
234,3,",8,,16,41,Red,Line,Shuttle",#F5C00E,12,"JFK / UMass"
235,0,",64",#F5C00E,4,"Faneuil St @ Oak Square"
235,1,",57,501",#F5C00E,8,"Tremont St opp Tremont Pl"
236,0,",Red,Line",#DA1721,6,"JFK / UMass"
236,1,",Kingston/Greenbush",#8E44AD,6,"JFK / UMass"
236,2,",Middleborough/Lakeville",#8E44AD,6,"JFK / UMass"
237,0,",Red,LIne",#EC211F,8,"JFK / UMass"
237,1,",Greenbush/Kingston",#8E44AD,8,"JFK / UMass"
237,2,",Middleborough/Lakeville",#8E44AD,8,"JFK / UMass"
237,3,",8,16,41",#EB841E,8,"JFK / UMass"
237,4,",18",#EB841E,2,"Dorchster Ave @ Howes St"
238,0,",Red,Line",#DA1721,10,"JFK / UMass"
238,1,",Kingston/Greenbush",#8E44AD,10,"JFK / UMass"
238,2,",Middleborough/Lakeville",#8E44AD,10,"JFK / UMass"
238,3,",8,16,41",#EB841E,10,"JFK / UMass"
239,0,",B",#00843D,16,"Boston College"
240,0,",B",#00843D,16,"Boston College"
241,0,",B",#00843D,13,"Harvard Avenue"
241,1,",64,66",#F5C00E,6,"Cambridge St @ Lincoln St"
241,2,",70,86",#F5C00E,8,"Western Ave @ Riverdale St"
242,0,",Red",#DA1721,8,"JFK / UMass"
242,1,",Greenbush,Kingston",#8E44AD,8,"JFK / UMass"
242,2,",Middleborough/Lakeville",#8E44AD,8,"JFK / UMass"
243,0,",B",#00843D,4,"Washington Street"
243,1,",65",#F5C00E,3,"Corey Rd & Washington Street"
244,0,",Red,Line",#DA1721,9,JFK/UMass
244,1,",Greenbush,Kingston",#8E44AD,9,JFK/UMass
244,2,",Middleborough/Lakeville",#8E44AD,9,JFK/UMass
244,3,",Fairmount,Franklin",#B933AD,14,Newmarket
244,4,",8,16,41",#EB841E,9,JFK/UMass
245,0,",B",#00843D,8,"Harvard Avenue"
245,1,",64,66,501",#F5C00E,1,"Cambridge Street"
246,0,",Greenbush,Kingston",#8E44AD,10,"JFK / UMass"
246,1,",Middleborough/Lakeville",#8E44AD,10,"JFK / UMass"
246,2,",Red,Line",#DA1721,10,"JFK / UMass"
246,3,",8,16,41",#F5C00E,10,"JFK / UMass"
247,0,",Red,Line",#DA1721,9,Andrew
247,1,",Fairmount/Franklin",#8E44AD,12,Newmarket
247,2,",Greenbush/Kingston",#8E44AD,13,"JFK / UMass"
247,3,",Middleborough/Lakeville",#8E44AD,13,"JFK / UMass"
247,4,",8,41",#F5C00E,13,"JFK / UMass"
248,0,",Red",#DA1721,7,"JFK / UMas"
248,1,",Greenbush,Line,Kingston,Line",#8E44AD,7,"JFK / UMas"
248,2,",Middleborough/Lakeville",#8E44AD,7,"JFK / UMas"
249,0,",Red,line",#EC211F,4,"JFK / UMass"
249,1,",Greenbush/Kingston",#B933AD,4,"JFK / UMass"
249,2,",Middleborough/Lakeville",#B933AD,4,"JFK / UMass"
249,3,",8,16,41",#F5C00E,4,"JFK / UMass"
250,0,",Red,Line",#DA1721,9,Andrew
250,1,",Fairmount/Franklin",#8E44AD,12,Newmarket
250,2,",Greenbush/Kingston",#8E44AD,13,"JFK / UMass"
250,3,",Middleborough/Lakeville",#8E44AD,13,"JFK / UMass"
250,4,",8,41",#F5C00E,13,"JFK / UMass"
251,0,",B",#00843D,13,"Harvard Avenue"
251,1,",64,66",#F5C00E,6,"Cambridge St @ Lincoln St"
251,2,",70,86",#F5C00E,8,"Western Ave @ Riverdale St"
252,0,",Red,Line",#DA1721,9,JFK/UMass
252,1,",Greenbush,Kingston",#8E44AD,9,JFK/UMass
252,2,",Middleborough/Lakeville",#8E44AD,9,JFK/UMass
252,3,",Fairmount,Franklin",#B933AD,14,Newmarket
252,4,",8,16,41",#EB841E,9,JFK/UMass
253,0,",Red,Line",#DA1721,6,"JFK / UMass"
253,1,",Greenbush/Kingston",#8E44AD,6,"JFK / UMass"
253,2,",Fairmount/Franklin",#8E44AD,15,"Uphams Corner"
253,3,",8,16,41",#F5C00E,6,"JFK / UMass"
254,0,",B",#00843D,10,"Warren Street"
254,1,",51,57,66",#F5C00E,1,"Cambridge St @ Sparhawk St"
255,0,",Red,Line",#EC211F,14,Kendall/MIT
255,1,",D,E",#018835,15,"Union Square"
255,2,",85",#F5C00E,4,"Hampshire St @ Webster Ave"
256,0,",B",#00843D,4,"Washington Street"
256,1,",65",#F5C00E,3,"Corey Rd & Washington Street"
257,0,",57,501",#F5C00E,5,"Tremont St @ Washington St"
257,1,",64",#F5C00E,5,"Faneuil St @ Bigelow St"
258,0,",Orange,line",#EB841E,8,Haymarket
258,1,",Blue,line",#0E4189,11,Aquarium
259,0,",Orange,line",#EB841E,8,Haymarket
259,1,",Blue,line",#0E4189,11,Aquarium
260,0,",Framingham/Worcester",#8E44AD,15,"Boston Landing"
260,1,",B",#00843D,15,"Harvard Avenue"
260,2,",66",#F5C00E,2,"N Harvard St @ Hooker St"
260,3,",64,501",#F5C00E,4,"Cambridge St @ N Harvard St"
261,0,",Framingham/Worcester",#8E44AD,15,"Boston Landing"
261,1,",B",#00843D,15,"Harvard Avenue"
261,2,",66",#F5C00E,2,"N Harvard St @ Hooker St"
261,3,",64,501",#F5C00E,4,"Cambridge St @ N Harvard St"
262,0,",15,41,45",#F5C00E,3,"Dudley St @ Hampden St"
262,1,",Franklin,Line",#B933AD,15,Newmarket
263,0,",B",#018835,3,"Sutherland Road"
264,0,",Red,Line",#da291c,4,Central
264,1,",47",#f2bd2a,2,"Pearl St @ Franklin St"
264,2,",64,70,83,91",#f2bd2a,4,"Western Ave @ Green St"
265,0,",B",#00843D,8,"Harvard Avenue"
265,1,",64,66,501",#F5C00E,1,"Cambridge Street"
266,0,",44",#F5C00E,4,"Walnut Ave @ Humboldt Ave"
266,1,",10,14,19,23,28",#F5C00E,6,"Warren St opp Woodbine St"
